service_request_number;reported_date;parcel_id;parid_key;location;standardized_address;service_request_summary;category;service_request_status;resolution_code;definition;follow_up_date;service_request_type;target_block;area;postal_code;lat;lon;last_edited_date;vacant;geopoint;neighborhood
5769140;2022-06-29;075138  00013;07513800000130;4262 LAWNVIEW ST;4262 Lawnview St, Memphis, Tennessee, 38109;HIGH GRASS;Weeds;Closed;CVOID;Closed Void;2022-08-18;CE-Weeds Occupied Property;163.0;06-002;38109.0;35.0323622;-90.09783491;2022-08-18;N;35.0323622, -90.09783491;Westwood
5137654;2021-04-01;014030  00014;01403000000140;1179 COLLEGE ST;1179 College St, Memphis, Tennessee, 38106;DRESSERS TOILETS AND CONSTRUCTION MATERIAL IN FRONT OF THE HOME;Inspection-Junky Yard;Closed;BACK TO MCSC;Back To MCSC;2021-04-08;CE-Junky Yard;119.0;06-006;38106.0;35.11472043;-90.03068477;2022-02-23;Y;35.11472043, -90.03068477;South Memphis
5689560;2022-05-07;081026 A00212;0810260A002120;2357 THORNWOOD LN;2357 Thornwood Ln, Memphis, Tennessee, 38119;COURT DATE 02/22/2023 @ 9:00AM. Weeds Occupied House;Weeds;Closed;DISM;Case dismissed         Need further discussion;2023-01-18;CE-Weeds Occupied Property;214.0;02-002;38119.0;35.08452203;-89.83639917;2023-02-24;N;35.08452203, -89.83639917;Greenlawn
4751662;2020-07-16;073022  00037;07302200000370;2881 KNIGHTWAY RD;2881 Knightway Rd, Memphis, Tennessee, 38118;CUT HIGH GRASS AND WEEDS AT THE FRONT AND REAR OF THE PROPERTY;Weeds;Closed;CO;Closed, Other;2021-02-10;CE-Weeds Occupied Property;193.0;04-005;38118.0;35.07086568;-89.91277873;2022-02-23;N;35.07086568, -89.91277873;Parkway Village
5054806;2021-02-02;075247  00028;07524700000280;386 WASHBURN DR;386 Washburn Dr, Memphis, Tennessee, 38109;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-13;CE-Junky Yard;174.0;06-002;38109.0;35.0074274;-90.07654543;2022-02-23;N;35.0074274, -90.07654543;Acklena
5222148;2021-04-22;073082  00020;07308200000200;4716 ALOHA AVE;4716 Aloha Ave, Memphis, Tennessee, 38118;HIGH WEEDS GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-09;CE-Weeds Occupied Property;193.0;04-005;38118.0;35.06595789;-89.90664394;2022-02-23;N;35.06595789, -89.90664394;Parkway Village
5258720;2021-05-15;082012  00043;08201200000430;3718 BOXTOWN RD;3718 Boxtown Rd, Memphis, Tennessee, 38109;Backyard junk near rear property line;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-06;CE-Junky Yard;161.0;06-002;38109.0;35.04720007;-90.12416866;2022-02-23;N;35.04720007, -90.12416866;White Chapel
5361584;2021-07-26;041044  00008;04104400000080;2123 CLAYTON AVE;2123 Clayton Ave, Memphis, Tennessee, 38108;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-15;CE-Weeds Occupied Property;39.0;07-005;38108.0;35.1766541;-89.98624658;2022-09-02;N;35.1766541, -89.98624658;North Memphis
5331714;2021-07-06;047082  00028;04708200000280;2726 JEFFERY AVE;2726 Jeffrey Ave, Memphis, Tennessee, 38114;Weeds Occupied House;Weeds;Closed;NJ;Case not justified;2021-07-12;CE-Weeds Occupied Property;143.0;04-007;38114.0;35.09059286;-89.9721676;2022-02-23;N;35.09059286, -89.9721676;Bellevue
5127824;2021-03-30;072003  00027;07200300000270;1942 CORNING AVE;1942 Corning Ave, Memphis, Tennessee, 38127;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-14;CE-Junky Yard;6.0;07-007;38127.0;35.22550236;-89.99888267;2022-02-23;N;35.22550236, -89.99888267;Frayser
5460374;2021-10-05;093417 R00020;0934170R000200;3736 WAX MYRTLE DR;3736 Wax Myrtle Dr, Memphis, Tennessee, 38115;JUNKY YARD REAR;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-19;CE-Junky Yard;203.0;03-004;38115.0;35.0466316;-89.87694564;2022-07-01;N;35.0466316, -89.87694564;Hickory Hill
5411406;2021-08-27;028018  00012;02801800000120;618 S COX ST;618 S Cox St, Memphis, Tennessee, 38104;COURT DATE 11/04/2021 @ 1:30PM. High GRASS AND WEEDS;Weeds;Closed;DISM;Case dismissed         Need further discussion;2021-10-07;CE-Weeds Occupied Property;81.0;05-001;38104.0;35.12885453;-89.98778866;2022-02-23;N;35.12885453, -89.98778866;Lenox
5990026;2022-12-09;042050  00028;04205000000280;2470 VANDALE AVE;2470 Vandale Ave, Memphis, Tennessee, 38108;COURT DATE 5/22/2024 @ 9:00AM. VIOLATION FOR JUNKY YARD AND PARKING ON THE GRASS/ INOPERABLE VEHICLES;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-06-02;CE-Junky Yard;40.0;07-005;38108.0;35.16761366;-89.97491086;2024-05-13;N;35.16761366, -89.97491086;North Memphis
5763196;2022-06-24;074015  00027;07401500000270;3135 CLEARBROOK ST;3135 Clearbrook St, Memphis, Tennessee, 38118;parking on grass/junky yard/high grass;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;194.0;04-005;38118.0;35.06311318;-89.89859606;2023-01-19;N;35.06311318, -89.89859606;Parkway Village
5035658;2021-01-12;073074  00021;07307400000210;4604 CHUCK AVE;4604 Chuck Ave, Memphis, Tennessee, 38118;REMOVE PALLETS FROM BACKYARD;Inspection-Junky Yard;Closed;CVOBR;Incompliance violation order to Building Repaired - BLDG. Repaired;2021-04-09;CE-Junky Yard;201.0;04-005;38118.0;35.05695068;-89.9100022;2024-02-03;N;35.05695068, -89.9100022;Parkway Village
5517132;2021-12-06;063049  00027;06304900000270;4838 OWEN RD;4838 Owen Ave, Memphis, Tennessee, 38122;INOPERABLE VEHICLES  IN YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-21;CE-Junky Yard;48.0;05-005;38122.0;35.15519608;-89.89947847;2022-02-23;Y;35.15519608, -89.89947847;Berclair
5765136;2022-06-27;074009  00013;07400900000130;3049 CLEARBROOK ST;3049 Clearbrook St, Memphis, Tennessee, 38118;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-12;CE-Junky Yard;194.0;04-005;38118.0;35.0654385;-89.89864613;2023-01-19;N;35.0654385, -89.89864613;Parkway Village
5461010;2021-10-05;068029  00044;06802900000440;5421 SYCAMORE GROVE LN;5421 Sycamore Grove Ln, Memphis, Tennessee, 38120;Backyard  sides, perimeter of property needs all vegetation  underbrush  overgrowth  hedges, weeds, vines removed ,,,,;Weeds;Resolved;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-27;CE-Weeds Occupied Property;72.0;05-005;38120.0;35.12506411;-89.88132361;2022-10-24;N;35.12506411, -89.88132361;East Memphis
5434996;2021-09-15;028031  00004;02803100000040;1 E PARKWAY N;1 E Parkway N, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-03;CE-Weeds Occupied Property;64.0;05-001;38104.0;35.13633843;-89.98411857;2022-02-23;N;35.13633843, -89.98411857;Morningside Park
4568672;2020-03-11;059023  00007;05902300000070;2815 FLORA AVE;2815 Flora Ave, Memphis, Tennessee, 38114;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-14;CE-Junky Yard;145.0;04-007;38114.0;35.0881841;-89.96883523;2022-02-23;N;35.0881841, -89.96883523;Bellevue
5326370;2021-06-29;037038  00002;03703800000020;2949 PRINCETON AVE;2949 Princeton Ave, Memphis, Tennessee, 38112;Weeds Occupied House;Weeds;Closed;;;2021-07-06;CE-Weeds Occupied Property;54.0;05-002;38112.0;35.1450474;-89.96289808;2022-02-23;N;35.1450474, -89.96289808;Binghampton
5529910;2021-12-19;061022  00023;06102200000230;980 HAMILTON ST;980 Hamilton St, Memphis, Tennessee, 38114;Backyard near rear property /junk;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-22;CE-Junky Yard;115.0;04-003;38114.0;35.10754601;-89.97722739;2023-01-19;N;35.10754601, -89.97722739;Orange Mound
5928562;2022-10-07;082036  00029;08203600000290;4500 SUNVALLEY DR;4500 Sunvalley Dr, Memphis, Tennessee, 38109;COURT DATE 8/2/2023 @ 9:00AM. HIGH GRASS AND WEEDS IN BACK YARD AND SIDE OF HOUSE;Weeds;Closed;DISM;Case dismissed         Need further discussion;2023-05-31;CE-Weeds Occupied Property;171.0;06-002;38109.0;35.02571174;-90.10564049;2024-03-13;N;35.02571174, -90.10564049;Westwood
5041970;2021-01-20;053084  00004;05308400000040;1775 COMBS ST;1775 Combs St, Memphis, Tennessee, 38108;Backyard junk with inoperable  disabled vehicles in grass in backyard  Get out car to confirm all violations ./;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-20;CE-Junky Yard;;07-006;38108.0;35.18051523;-89.91784776;2022-02-23;N;35.18051523, -89.91784776;Wells
5320910;2021-06-25;033011  00095;03301100000950;356 WILLIFORD ST;354 Williford St, Memphis, Tennessee, 38112;Sofa, furniture left in yard when renters moved out.;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-08;CE-Junky Yard;56.0;05-001;38112.0;35.14523396;-89.97893919;2022-02-23;N;35.14523396, -89.97893919;Morningside Park
4909674;2020-11-02;059039  00004;05903900000040;3071 HARRIS AVE;3071 Harris Ave, Memphis, Tennessee, 38114;REMOVE ALL EXTERIOR DEBRIS AND CHATTELS FROM THE PROPERTY;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-09;CE-Junky Yard;146.0;04-007;38114.0;35.09042543;-89.96034504;2022-02-23;N;35.09042543, -89.96034504;Bellevue
4962328;2020-12-03;076086  00018;07608600000180;4745 HILLBROOK RD;4745 Hillbrook Rd, Memphis, Tennessee, 38109;occupied property with high grass and weeds obstructing traffic;Weeds;Closed;CVOID;Closed Void;2021-03-08;CE-Weeds Occupied Property;175.0;06-005;38109.0;35.01896678;-90.06125322;2022-02-23;N;35.01896678, -90.06125322;Persey
5361426;2021-07-26;017035  00011C;0170350000011C;108 N WILLETT ST;108 N Willett St, Memphis, Tennessee, 38104;OVER GROWN WEED IN THE BACKYARD;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-29;CE-Weeds Occupied Property;62.0;05-001;38104.0;35.14094738;-90.00777953;2022-02-23;N;35.14094738, -90.00777953;Midtown
4962832;2020-12-03;077067  00013;07706700000130;707 WHITEHAVEN LN;707 Whitehaven Ln, Memphis, Tennessee, 38109;Inoperable Vehicles;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-03-04;CE-Junky Yard;176.0;06-005;38109.0;35.01670204;-90.04035023;2022-02-23;N;35.01670204, -90.04035023;Whitehaven
5841624;2022-08-05;020007  00022;02000700000220;300 N MONTGOMERY ST;300 N Montgomery St, Memphis, Tennessee, 38104;COURT DATE 6/16/2023 @ 9:00 A.M. CE-Junky Yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-05-19;CE-Junky Yard;59.0;07-004;38104.0;35.14740391;-90.0185459;2024-03-02;N;35.14740391, -90.0185459;Stonewall Place
5230516;2021-04-28;085014  00014;08501400000140;3357 POWERS RD;3357 Powers Rd, Memphis, Tennessee, 38128;high grass front and rear;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-16;CE-Weeds Occupied Property;19.0;01-002;38128.0;35.21727444;-89.91611339;2022-02-23;N;35.21727444, -89.91611339;Raleigh
4868818;2020-10-01;073056  00015;07305600000150;3025 CHERRY RD;3025 Cherry Rd, Memphis, Tennessee, 38118;CUT EXCESSIVE HIGH GRASS AND WEEDS IN THE FRONT AND REAR OF THE PROPERTY AND REMOVE ALL EXTERIOR DEBRIS AND CHATTEL INCLUDING DEBRIS ON THE ROOF OF THE PROPERTY;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-11;CE-Weeds Occupied Property;193.0;04-005;38118.0;35.06626669;-89.91840286;2022-02-23;N;35.06626669, -89.91840286;Parkway Village
5399202;2021-08-20;028046  00013;02804600000130;2571 UNION AVE;2569 Union Ave, Memphis, Tennessee, 38112;TRASH THROUGHTOUT THE PROPERTY;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-10;CE-Junky Yard;64.0;05-003;38112.0;35.13288976;-89.97573517;2022-02-23;N;35.13288976, -89.97573517;Morningside Park
5325904;2021-06-29;036057  00006;03605700000060;1819 JACKSON AVE;1819 Jackson Ave, Memphis, Tennessee, 38107;Trash has been piled up behind their house for @ 6 weeks - even through rain etc. We are a business and back up to this property;Inspection-Junky Yard;Closed;NJ;Case not justified;2021-07-06;CE-Junky Yard;38.0;07-005;38107.0;35.16021497;-89.99725604;2022-02-23;N;35.16021497, -89.99725604;North Memphis
5411954;2021-08-28;042050  00012C;0420500000012C;2509 E DEXTER AVE;2509 Dexter Ave, Memphis, Tennessee, 38108;junky yard;Weeds;Closed;CVOID;Closed Void;2022-02-03;CE-Weeds Occupied Property;40.0;07-005;38108.0;35.16794377;-89.97371195;2023-03-23;N;35.16794377, -89.97371195;Hollywood
5777588;2022-07-06;052069  00020;05206900000200;676 CARPENTER ST;676 Carpenter St, Memphis, Tennessee, 38112;vh -high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-09-14;CE-Weeds Occupied Property;54.0;05-002;38112.0;35.15089673;-89.96391537;2022-09-14;N;35.15089673, -89.96391537;Binghampton
4904564;2020-10-29;062037  00038;06203700000380;4278 BERKSHIRE AVE;4278 Berkshire Ave, Memphis, Tennessee, 38128;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-02-16;CE-Junky Yard;44.0;01-002;38128.0;35.18247392;-89.91813472;2024-02-03;N;35.18247392, -89.91813472;Wells
5703374;2022-05-17;046022  00044;04602200000440;671 ECHLES ST;3713 Spottswood Ave, Memphis, Tennessee, 38111;Weeds Occupied House;Weeds;Closed;CVOID;Closed Void;2022-08-18;CE-Weeds Occupied Property;105.0;05-003;38111.0;35.11306477;-89.93849819;2022-09-14;N;35.11306477, -89.93849819;Normal
5112672;2021-03-23;062035  00028;06203500000280;4108 MAMIE RD;4108 Mamie Rd, Memphis, Tennessee, 38128;Backyard junk  Inspectors need to get out of their cars;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-20;CE-Junky Yard;;07-006;38128.0;35.18671569;-89.92374862;2022-02-23;N;35.18671569, -89.92374862;Wells
5460868;2021-10-05;020077  00047;02007700000470;282 N MCLEAN BLVD;282 N McLean Blvd, Memphis, Tennessee, 38112;Weeds Occupied House;Weeds;Closed;NJ;Case not justified;2021-10-11;CE-Weeds Occupied Property;58.0;05-001;38112.0;35.14521172;-89.99817167;2022-02-23;N;35.14521172, -89.99817167;Midtown
5676148;2022-04-28;033028  00001;03302800000010;212 N MERTON ST;212 N Merton St, Memphis, Tennessee, 38112;BACKYARD HAS HIGH GRASS AND THERE IS DEBRIS EVERYWHERE.;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-11-18;CE-Weeds Occupied Property;56.0;05-002;38112.0;35.14115595;-89.97603071;2022-11-18;N;35.14115595, -89.97603071;Morningside Park
5536150;2021-12-28;077049  00053;07704900000530;4528 KASSEL RD;4528 Kassel Rd, Memphis, Tennessee, 38116;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-15;CE-Junky Yard;167.0;06-005;38116.0;35.02516565;-90.03924879;2022-04-12;N;35.02516565, -90.03924879;Whitehaven
5455398;2021-09-30;045111  00004;04511100000040;3289 SPOTTSWOOD AVE;3289 Spottswood Ave, Memphis, Tennessee, 38111;Backyard  near rear property line. Inoperable vehicles on the grass, junk , trailer full of junk in the driveway;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-26;CE-Junky Yard;104.0;05-003;38111.0;35.11276855;-89.95264578;2022-02-23;N;35.11276855, -89.95264578;Buntyn
5321296;2021-06-25;034033  00008;03403300000080;1567 S ORLEANS ST;1559 S Orleans St, Memphis, Tennessee, 38106;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-09;CE-Junky Yard;125.0;06-007;38106.0;35.10437849;-90.04093722;2022-02-23;Y;35.10437849, -90.04093722;South Memphis
5457980;2021-10-04;036024  00008;03602400000080;903 MAURY ST;903 Maury St, Memphis, Tennessee, 38107;Fallen tree in backyard;Inspection-Junky Yard;In Progress;VOYC;V.O. Yard/Vehicle;2021-11-09;CE-Junky Yard;37.0;07-005;38107.0;35.16321103;-90.00564892;2024-04-04;N;35.16321103, -90.00564892;Crosstown
5235512;2021-05-01;087075  00054C;0870750000054C;3394 JOSLYN ST;3394 Joslyn St, Memphis, Tennessee, 38128;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-15;CE-Weeds Occupied Property;22.0;01-002;38128.0;35.218296;-89.90131119;2022-02-23;N;35.218296, -89.90131119;Raleigh
5458846;2021-10-04;021108  00001;02110800000010;872 N CLAYBROOK ST;872 N Claybrook St, Memphis, Tennessee, 38107;junky yard/ abandoned vehicles;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-31;CE-Junky Yard;36.0;07-004;38107.0;35.1627196;-90.01418243;2022-04-21;N;35.1627196, -90.01418243;North Memphis
5309458;2021-06-17;054021  00007;05402100000070;4323 GREENMOUNT AVE;4323 Greenmount Ave, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-09;CE-Weeds Occupied Property;49.0;05-004;38122.0;35.15300556;-89.91663535;2022-02-23;N;35.15300556, -89.91663535;Berclair
5310244;2021-06-18;053046  00053;05304600000530;1630 N GRAHAM ST;1630 N Graham St, Memphis, Tennessee, 38108;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-06;CE-Weeds Occupied Property;44.0;07-006;38108.0;35.17627988;-89.92653701;2022-02-23;N;35.17627988, -89.92653701;Wells
4889286;2020-10-19;077042  00048;07704200000480;711 CRESCENT RD;711 Crescent Ave, Memphis, Tennessee, 38116;Backyard  misc junk yard in the rear also with inoperable vehicles in the rear on the grass;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-03-03;CE-Junky Yard;;06-005;38116.0;35.0290371;-90.04008708;2022-02-23;N;35.0290371, -90.04008708;Whitehaven
5734272;2022-06-07;075228  00008;07522800000080;440 GEORGE RD;440 George Rd, Memphis, Tennessee, 38109;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-13;CE-Junky Yard;173.0;06-002;38109.0;35.01577143;-90.07879311;2022-07-12;Y;35.01577143, -90.07879311;Goodman
5291556;2021-06-06;071022  00056;07102200000560;2078 BURNHAM AVE;2078 Burnham Ave, Memphis, Tennessee, 38127;Backyard junk & inoperable vehicle;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Junky Yard;6.0;07-001;38127.0;35.22657164;-89.99458907;2022-11-30;N;35.22657164, -89.99458907;Frayser
5243786;2021-05-06;062038  00006;06203800000060;4083 MAMIE RD;4083 Mamie Rd, Memphis, Tennessee, 38128;VIOLATION FOR JUNKY YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-29;CE-Junky Yard;45.0;07-006;38128.0;35.18606774;-89.92463573;2022-02-23;N;35.18606774, -89.92463573;Wells
5263066;2021-05-18;071018  00017;07101800000170;3750 ARGONNE ST;3750 Argonne St, Memphis, Tennessee, 38127;Trees have uprooted from the ground, fallen trees, fallen on neighbors properties--has grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-24;CE-Weeds Occupied Property;6.0;07-001;38127.0;35.2277434;-90.00088695;2022-02-23;N;35.2277434, -90.00088695;Overton
5456142;2021-10-01;074037 A00070;0740370A000700;4987 CHUCK AVE;4987 Chuck Ave, Memphis, Tennessee, 38118;High grass and weeds in back yard.;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-15;CE-Weeds Occupied Property;200.0;04-005;38118.0;35.0564699;-89.89733032;2024-02-03;N;35.0564699, -89.89733032;Parkway Village
5462530;2021-10-06;042029  00019;04202900000190;2343 NORMAN AVE;2343 Norman Ave, Memphis, Tennessee, 38108;SPECIAL NOTICE TO OWNER TO REMOVE INOPERABLE VEHICLE FROM PROPERTY;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-07;CE-Junky Yard;40.0;07-005;38108.0;35.17196272;-89.97906798;2022-02-23;N;35.17196272, -89.97906798;Hollywood
5775996;2022-07-05;063030  00021;06303000000210;4754 MARCEL AVE;4754 Marcel Ave, Memphis, Tennessee, 38122;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-26;CE-Junky Yard;48.0;05-005;38122.0;35.15436618;-89.90234188;2022-08-09;N;35.15436618, -89.90234188;Berclair
5533256;2021-12-22;074052  00001;07405200000010;2956 CAMDEN ST;2956 Camden St, Memphis, Tennessee, 38118;Junky yard, foul odor coming from the back;Inspection-Junky Yard;Closed;CO;Closed, Other;2022-01-28;CE-Junky Yard;195.0;04-005;38118.0;35.06796297;-89.89244063;2023-01-19;N;35.06796297, -89.89244063;Parkway Village
6142160;2023-04-08;027003  00052C;0270030000052C;678 T M HENDERSON AVE;678 Tm Henderson Ave, Memphis, Tennessee, 38107;This neighbor has a ton of junk piled in his yard causing serious rodents and pests and has refused to move any of it since I moved here December 2020. He is rude and stated that the City of Memphis has been called on;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-10-13;CE-Junky Yard;31.0;07-003;38107.0;35.16753596;-90.03445948;2023-10-05;N;35.16753596, -90.03445948;Harbor Town
5278714;2021-05-27;045019  00029;04501900000290;390 HODGES ST;390 Hodges St, Memphis, Tennessee, 38111;CHATTEL AND DEBRIS ON PROPERTY;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-14;CE-Junky Yard;80.0;05-003;38111.0;35.12148314;-89.97226855;2022-02-23;N;35.12148314, -89.97226855;Buntyn
5281784;2021-05-29;013061  00012;01306100000120;1403 PRESTON ST;1403 Preston St, Memphis, Tennessee, 38106;Court date set for 08/06/2021 9:00am - JUNKY YARD,  INOPERABLE VEHICLES;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-08-08;CE-Junky Yard;122.0;06-007;38106.0;35.10894514;-90.05059981;2022-02-23;N;35.10894514, -90.05059981;Shadowlawn
5412572;2021-08-30;029047  00024;02904700000240;1320 BRUCE ST;1318 Bruce St, Memphis, Tennessee, 38114;SHC High grass and weeds.;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-29;CE-Weeds Occupied Property;101.0;04-006;38114.0;35.10953794;-89.98623278;2022-02-23;N;35.10953794, -89.98623278;Orange Mound
5022008;2021-01-05;075143  00015;07514300000150;4357 DON ST;4357 Don St, Memphis, Tennessee, 38109;Bags of garbage in the carport;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-22;CE-Junky Yard;170.0;06-002;38109.0;35.02997132;-90.08683352;2022-02-23;N;35.02997132, -90.08683352;Westwood
5712034;2022-05-23;036009  00043;03600900000430;786 N WATKINS ST;786 N Watkins St, Memphis, Tennessee, 38107;Backyard near rear property line  inoperable vehicles;Inspection-Junky Yard;Closed;CVOM;Incompliance violation order - Miscellaneous;2022-07-25;CE-Junky Yard;37.0;07-004;38107.0;35.16042952;-90.01065706;2022-10-18;N;35.16042952, -90.01065706;Speedway Terrace
5093286;2021-03-13;027024  00018;02702400000180;880 FAXON AVE;880 Faxon Ave, Memphis, Tennessee, 38105;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-30;CE-Junky Yard;33.0;07-004;38105.0;35.15639608;-90.02943826;2022-02-23;N;35.15639608, -90.02943826;Speedway Terrace
5270152;2021-05-21;031125  00021;03112500000210;2013 OLIVER AVE;2013 Oliver Ave, Memphis, Tennessee, 38104;Overgrown grass and weeds;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-28;CE-Junky Yard;82.0;04-006;38104.0;35.12058979;-89.99507414;2022-02-23;N;35.12058979, -89.99507414;Lenox
5630750;2022-03-30;074025  00025;07402500000250;3444 LUZON ST;3444 Luzon Dr, Memphis, Tennessee, 38118;Trash in front yard and auto on grass.;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-14;CE-Junky Yard;200.0;03-003;38118.0;35.05463856;-89.9015274;2022-04-18;N;35.05463856, -89.9015274;Parkway Village
5248254;2021-05-08;055031  00006;05503100000060;4311 CHARLESWOOD AVE;4311 Charleswood Ave, Memphis, Tennessee, 38117;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-04;CE-Weeds Occupied Property;68.0;05-004;38117.0;35.14257532;-89.9184135;2022-02-23;N;35.14257532, -89.9184135;Berclair
5444330;2021-09-22;016006  00010;01600600000100;1283 PEABODY AVE;1283 Peabody Ave, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-10;CE-Weeds Occupied Property;85.0;06-008;38104.0;35.13236308;-90.0188681;2022-02-23;Y;35.13236308, -90.0188681;Midtown
5506646;2021-11-22;073069  00006;07306900000060;2989 ATMORE ST;2989 Atmore St, Memphis, Tennessee, 38118;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-25;CE-Junky Yard;193.0;04-005;38118.0;35.06735571;-89.90838342;2023-01-19;N;35.06735571, -89.90838342;Parkway Village
5096874;2021-03-24;042036  00062;04203600000620;2360 DEXTER AVE;2360 Dexter Ave, Memphis, Tennessee, 38108;trash and debris on property;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-28;CE-Junky Yard;40.0;07-005;38108.0;35.16837353;-89.97863026;2022-02-23;Y;35.16837353, -89.97863026;Hollywood
