parid,parid_key,property_address,image_available,capture_date,lat,lng,image_url,downloaded_at,status_code
041033  00077,04103300000770,"1148 University St, Memphis, Tennessee, 38108",TRUE,2025-03,35.1687082,-89.99043558,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.168559850705755,-89.99045883965249&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:47,OK
042019  00025,04201900000250,"2332 Hubbard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17381392,-89.97942538,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.174034287491445,-89.97939322105614&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:47,OK
042013  00032C,0420130000032C,"1439 Boxwood St, Memphis, Tennessee, 38108",TRUE,2013-08,35.17557845,-89.98146467,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17560949050954,-89.98173697652418&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:48,OK
042004  00006,04200400000060,"1621 Maplewood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18048084,-89.97873843,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18046297556318,-89.97903579727632&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:48,OK
041050  00031,04105000000310,"2204 Griggs Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17605902,-89.9835642,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17628890429035,-89.98357817682788&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:49,OK
041052  00093,04105200000930,"2111 Stovall Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17929322,-89.9865733,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17905880322276,-89.98655503486148&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:49,OK
041005  00013,04100500000130,"1603 Harmen St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18033082,-89.98944444,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180309273335716,-89.98973060001175&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:50,OK
041005  00018,04100500000180,"1583 Harmen St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17978147,-89.9894601,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.179759945193105,-89.98974578641615&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:50,OK
041017 A00009,0410170A000090,"1258 Park Castle Cv, Memphis, Tennessee, 38108",TRUE,2025-03,35.17054184,-89.98792762,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17086614472824,-89.9877693767213&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:50,OK
041052  00207,04105200002070,"2108 Clayton Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17688797,-89.98677685,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.177130512731544,-89.98676528648346&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:51,OK
042036  00067,04203600000670,"2340 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16819187,-89.97933932,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1683926493434,-89.97930231368743&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:51,OK
042049  00005,04204900000050,"2477 Vandale Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16737552,-89.9747298,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16713803080135,-89.97470020175892&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:52,OK
042032  00037,04203200000370,"2284 Eldridge Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17045388,-89.98107978,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17066842639446,-89.98109454506064&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:52,OK
041063  00011,04106300000110,"Blue Rd, Memphis, Tennessee, 38108",TRUE,2025-03,35.18464699,-89.97644022,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18437862335134,-89.97632609648817&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:53,OK
041048  00019,04104800000190,"1436 Springdale St, Memphis, Tennessee, 38108",TRUE,2025-03,35.1756002,-89.98333999,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17559318911892,-89.9830543104334&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:53,OK
042035  00076,04203500000760,"2298 Shasta Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16894436,-89.98055651,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.169145779396786,-89.98060201308576&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:53,OK
042013  00013,04201300000130,"1517 Boxwood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17764314,-89.98172199,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1777444451535,-89.98166641477115&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:54,OK
042067  00027,04206700000270,"2488 Heard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18092567,-89.97399207,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18120177197885,-89.97394386017321&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:54,OK
041052  00140,04105200001400,"2139 Lyon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17848354,-89.98568861,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17824302528845,-89.98564323823291&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:55,OK
042065  00001,04206500000010,"N Hollywood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18093997,-89.97456114,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18083949732629,-89.97460105239276&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:55,OK
041045  00012,04104500000120,"1407 Austin St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17488423,-89.98551921,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17486466930331,-89.98583101892021&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:56,OK
041043  00021,04104300000210,"1308 Tunica St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17208938,-89.98674048,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1721288422069,-89.98644186240486&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:56,OK
042007  00051,04200700000510,"N Hollywood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18074582,-89.9751769,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180748246657856,-89.97531967770517&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:57,OK
041003  00004,04100300000040,"1599 Rice St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18026815,-89.99139025,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180254434596726,-89.99166766905797&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:57,OK
042033  00017C,0420330000017C,"2273 Eldridge Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17046822,-89.98155272,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.170193730944355,-89.98153910409732&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:57,OK
041052  00071,04105200000710,"2172 Stovall Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17925901,-89.98454104,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17948611369775,-89.9844896371237&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:58,OK
042062  00030,04206200000300,"2530 Chelsea Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17454235,-89.97265954,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.174806665444066,-89.97265657187572&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:58,OK
042037  00199,04203700001990,"2225 Hunter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16974334,-89.98305414,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16953641954514,-89.98307942205662&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:59,OK
042036  00066,04203600000660,"2344 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16818875,-89.97922848,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16838689809771,-89.97916508829931&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:29:59,OK
042013  00003,04201300000030,"1557 Boxwood St, Memphis, Tennessee, 38108",TRUE,2015-05,35.17883326,-89.98133042,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.178842718631614,-89.98160684517842&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:00,OK
041005  00004,04100500000040,"Harmen St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18125287,-89.98941612,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.181298112009415,-89.98970340907171&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:00,OK
041039  00012,04103900000120,"2157 Eldridge Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17092712,-89.98524505,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17068155717831,-89.98530655524533&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:01,OK
042057  00015,04205700000150,"Bryan St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17209351,-89.97431189,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.172085989879825,-89.97396567595854&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:01,OK
041043  00033,04104300000330,"1360 Tunica St, Memphis, Tennessee, 38108",TRUE,2007-08,35.17346268,-89.98669486,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17345195051124,-89.98639574867634&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:01,OK
042056  00023,04205600000230,"1317 Standridge St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17188293,-89.9719677,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.171913142105694,-89.97229652361284&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:02,OK
041014  00019,04101400000190,"1399 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17475834,-89.98893531,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17476120176806,-89.98925783382654&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:02,OK
041038  00006,04103800000060,"1175 Springdale St, Memphis, Tennessee, 38108",TRUE,2025-03,35.16868668,-89.98433072,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16841102487866,-89.98434353147485&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:03,OK
042009  00014,04200900000140,"1494 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17693329,-89.97770819,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17694220926678,-89.97736007502054&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:03,OK
041033  00080,04103300000800,"2031 Hubert Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16868869,-89.98985465,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.168289486906204,-89.98982797606033&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:03,OK
041007  00021,04100700000210,"1577 Britton St, Memphis, Tennessee, 38108",TRUE,2022-01,35.17964858,-89.98752202,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17960826386039,-89.9878086352368&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:04,OK
041052  00188,04105200001880,"2169 Clarksdale Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17766938,-89.98462261,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.177437043517706,-89.98458322949244&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:04,OK
041015  00019,04101500000190,"May St, Memphis, Tennessee, 38108",TRUE,2025-03,35.1746951,-89.99010565,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.174745244113254,-89.99045887360282&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:05,OK
042055  00046,04205500000460,"1394 Standridge St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17400763,-89.97190148,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1740091296379,-89.97158718808001&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:05,OK
042022  00013C,0420220000013C,"2375 Hubbard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.1735082,-89.97781953,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.173535302947606,-89.97800936166234&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:06,OK
042037  00152,04203700001520,"2393 Gentry Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16680396,-89.97744579,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16658816047978,-89.97803849224137&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:06,OK
042001  00013,04200100000130,"1577 Boxwood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17947498,-89.98131725,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17951178639811,-89.98158504326149&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:07,OK
042037  00076,04203700000760,"38108, Hollywood, Memphis, Tennessee",TRUE,2025-03,35.16808962,-89.97583302,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.167952878298536,-89.9758775267485&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:07,OK
042036  00064,04203600000640,"2352 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16817938,-89.97889205,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16838069285443,-89.97889332595516&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:08,OK
041050  00002,04105000000020,"2191 Clayton Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17686071,-89.98397761,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17662682755667,-89.98397620763298&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:08,OK
042037  00177,04203700001770,"Howell Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16724099,-89.98260271,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.166986176629905,-89.98246544084658&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:09,OK
042009  00017C,0420090000017C,"1508 Harrison St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17730256,-89.9776936,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.1773254990152,-89.97735006886525&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:09,OK
041046  00024,04104600000240,"1420 Austin St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17516602,-89.98550854,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.175182407419356,-89.9851697063003&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:10,OK
041052  00078,04105200000780,"2144 Stovall Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17927397,-89.98545366,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.179501244286556,-89.9854575449228&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:10,OK
041005  00003,04100500000030,"1643 Harmen St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18160185,-89.98974306,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18144161158144,-89.98967487366465&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:10,OK
042037  00193,04203700001930,"1170 Springdale St, Memphis, Tennessee, 38108",TRUE,2025-03,35.16818634,-89.9838087,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.168214965067875,-89.98274146198176&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:11,OK
041052  00017,04105200000170,"2123 Shannon Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18087606,-89.98601067,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18065392109156,-89.98602649069998&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:11,OK
042056  00016,04205600000160,"1345 Standridge St, Memphis, Tennessee, 38108",TRUE,2025-03,35.1727106,-89.97194071,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17270048576942,-89.9722704665859&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:12,OK
042037  00058,04203700000580,"2365 Dexter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.16816367,-89.97832725,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16795288853422,-89.97836256867433&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:12,OK
042004  00003,04200400000030,"1635 Maplewood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.181019,-89.97905585,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.180839745593865,-89.97901189067277&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:12,OK
041052  00228,04105200002280,"1570 Britton St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17915421,-89.9871905,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.179375517733554,-89.98723842347304&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:13,OK
042037  00092,04203700000920,"2390 Vandale Ave, Memphis, Tennessee, 38108",TRUE,2022-01,35.16742248,-89.97759593,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16763193263917,-89.97756936673817&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:13,OK
041056  00027,04105600000270,"2216 Curry Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18003383,-89.98307549,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18025440967798,-89.983026860249&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:14,OK
042061  00013,04206100000130,"1477 N Merton St, Memphis, Tennessee, 38108",TRUE,2016-06,35.17633363,-89.97301796,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.176365986789776,-89.97332955345861&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:14,OK
041049  00009,04104900000090,"2248 Chelsea Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17497996,-89.98240875,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.174966509596935,-89.9821505145582&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:15,OK
042067  00035,04206700000350,"N Hollywood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18135834,-89.97517156,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18137713696565,-89.97484886307912&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:15,OK
042063  00068,04206300000680,"Chelsea Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.1747889,-89.97082101,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17475356906654,-89.9709795605953&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:15,OK
041052  00103,04105200001030,"2151 Stovall Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17927034,-89.98523024,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17903648744184,-89.98521088515668&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:16,OK
041013  00033,04101300000330,"1402 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17475834,-89.98893531,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.174742488480156,-89.98859418515163&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:16,OK
042050  00033,04205000000330,"N Hollywood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.16820445,-89.97527323,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.167935638953,-89.97523120085175&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:17,OK
041015  00018,04101500000180,"May St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17488083,-89.99010031,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17491180766686,-89.9904703557952&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:17,OK
042006  00013,04200600000130,"1597 Oakwood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17972336,-89.97644641,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17975163635427,-89.9767706357848&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:18,OK
041033  00004,04103300000040,"2127 Hunter Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17013059,-89.98636661,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.16983289506688,-89.98632266221296&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:18,OK
042067  00025,04206700000250,"2496 Heard Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.18092065,-89.97363602,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18119425713375,-89.97367588973042&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:18,OK
042010  00030,04201000000300,"Maplewood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17784882,-89.97854259,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17763348164394,-89.97850594954045&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:19,OK
042004  00009,04200400000090,"Maplewood St, Memphis, Tennessee, 38108",TRUE,2025-03,35.18019941,-89.97874982,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.18019309718092,-89.97904562191574&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:19,OK
042030  00007,04203000000070,"2238 Marble Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17128383,-89.982704,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17150090716687,-89.98263626980567&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:20,OK
042028  00018,04202800000180,"1317 Lambert St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17223534,-89.9826551,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.172274893375224,-89.98291681098603&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:20,OK
041012  00009,04101200000090,"1492 Davis St, Memphis, Tennessee, 38108",TRUE,2025-03,35.17724302,-89.98885951,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.177247587562654,-89.98852309731312&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:21,OK
042034  00029,04203400000290,"2397 Eldridge Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17034325,-89.97727095,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.170110030047184,-89.97728848779984&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:21,OK
042050  00037,04205000000370,"Vandale Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.1673501,-89.97317566,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.167593852195864,-89.9731968129168&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:22,OK
041040  00015,04104000000150,"2169 Marble Ave, Memphis, Tennessee, 38108",TRUE,2025-03,35.17170785,-89.98475251,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17148073677346,-89.98480883286656&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:22,OK
042013  00024,04201300000240,"1475 Boxwood St, Memphis, Tennessee, 38108",TRUE,2022-01,35.17651238,-89.98142858,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=35.17654312146991,-89.98170020173175&fov=90&key=AIzaSyD7hjVLOk49U3hH6l7ACmK1LiruO_4T_CU",2025-11-03 21:30:22,OK
