service_request_number;reported_date;service_request_summary;category;definition;follow_up_date;service_request_type;neighborhood
6449784;2023-09-22;COURT DATE 7/12/2024 @ 9:00AM. junky yard;Inspection-Junky Yard;Summons issued;2024-07-11;CE-Junky Yard;Parkway Village
5933718;2022-10-12;Dismissed on 9/20/2023. High Grass and Weeds;Weeds;Case dismissed         Need further discussion;2023-05-19;CE-Weeds Occupied Property;Parkway Village
4845362;2020-09-11;Junky yard, metal dbris on trailer, junk in yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-11;CE-Junky Yard;Parkway Village
5098840;2021-03-17;Parking in yard, JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-03;CE-Junky Yard;Parkway Village
5180408;2021-04-08;junky yard , parking on yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-12;CE-Junky Yard;Parkway Village
4859698;2020-09-23;Inoperable red truck parked  on grass in back junkyard with overgrowth.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-02-05;CE-Junky Yard;Parkway Village
5491930;2021-11-04;Backyard near rear property line  inoperable vehicles -;Inspection-Junky Yard;Closed, Other;2022-03-07;CE-Junky Yard;Parkway Village
5433628;2021-09-14;Junky front and back yards, trash, rubbish, open storage in yards and at curbside along with loaded trailer.;Inspection-Junky Yard;Closed Void;2021-10-06;CE-Junky Yard;Parkway Village
5776932;2022-07-05;Tires in driveway and in backyard and north side of duplex. Overgrowth in backyard and north side of duplex.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-21;CE-Junky Yard;Parkway Village
5394242;2021-08-17;tall grass in the front;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-19;CE-Weeds Occupied Property;Parkway Village
5539252;2021-12-30;CE-Junky Yard;Inspection-Junky Yard;Closed, Other;2022-03-08;CE-Junky Yard;Parkway Village
5180416;2021-04-08;PARKING ON YARD;Cleanup;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-13;CE-Accumulation of Stagnant;Parkway Village
5433614;2021-09-14;Junk, loaded trailer on grass. trash, along with open storage in back yard.;Inspection-Junky Yard;Closed Void;2021-10-06;CE-Junky Yard;Parkway Village
6056852;2023-01-30;junky yard;Inspection-Junky Yard;Closed, Other;2023-05-17;CE-Junky Yard;Parkway Village
6142538;2023-04-09;Hoarding different sorts of items, in backyard, sidewalk, and porch.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-16;CE-Junky Yard;Parkway Village
5180482;2021-04-08;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-13;CE-Junky Yard;Parkway Village
5473096;2021-10-16;COURT DATE 01/12/2023 @ 1:30PM. HIGH WEEDS GRASS, JUNKY YARD,  INOPERABLE VEHICLE;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-12-08;CE-Junky Yard;Parkway Village
4969222;2020-12-07;Open storage item,  chattels, and in driveway and yards.;Inspection-Junky Yard;Closed Void;2021-02-10;CE-Junky Yard;Parkway Village
5767742;2022-06-28;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-11;CE-Junky Yard;Parkway Village
5098834;2021-03-17;junky yard;Inspection-Junky Yard;Closed Void;2021-07-19;CE-Junky Yard;Parkway Village
6099068;2023-03-09;COURT DATE 7/28/2023 @ 9:00AM. Junky front and back yards along with sidewalks and curbsides.;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-06-15;CE-Junky Yard;Parkway Village
5773424;2022-07-01;Over 100 Pallets stacked in the back yard causing rodents in the are and to the neighbors.  Mr. Leroy 901-691-7575;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-20;CE-Junky Yard;Parkway Village
5537750;2021-12-29;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-24;CE-Junky Yard;Parkway Village
5035654;2021-01-12;REMOVE ALL DEBRIS AND CHATTLE FROM CARPORT, REFRAIN FROM PARKING ON GRASS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-06-07;CE-Junky Yard;Parkway Village
5350886;2021-07-19;APPLIANCES UNDER CARPORT;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-17;CE-Junky Yard;Parkway Village
5222162;2021-04-22;Tire accumulation;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-10;CE-Junky Yard;Parkway Village
5055338;2021-02-02;Inoperable vehicle, open storage, chattels in backyard.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-30;CE-Junky Yard;Parkway Village
5479022;2021-10-21;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-08;CE-Junky Yard;Parkway Village
5180338;2021-04-08;junky yard;Inspection-Junky Yard;Closed Void;2021-07-12;CE-Junky Yard;Parkway Village
5098858;2021-03-17;JUNKY YARD, COMMERCIAL VEHICLE;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-15;CE-Junky Yard;Parkway Village
5109506;2021-03-22;JUNKY FRONT YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-15;CE-Junky Yard;Parkway Village
5624540;2022-03-24;Occupied: Back yard full of trash and junk.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-04-13;CE-Junky Yard;Parkway Village
6093220;2023-03-06;junky yards;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-05-06;CE-Junky Yard;Parkway Village
6301576;2023-07-13;COURT DATE SET 06/12/2024 @ 9:00AM. Junky yards and inoperable vehicles on property exterior.;Inspection-Junky Yard;Court case continued;2024-05-08;CE-Junky Yard;Parkway Village
5069474;2021-02-22;BROKEN FENCE AND TREE TRUNK IN FRONT YARD;Inspection-Junky Yard;Closed Void;2021-04-14;CE-Junky Yard;Parkway Village
5760374;2022-06-23;grass needs to be cut/ rodents, junk in backyard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Weeds Occupied Property;Parkway Village
5221128;2021-04-22;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-10;CE-Weeds Occupied Property;Parkway Village
4900538;2020-10-27;Weeds Occupied House;Weeds;Closed, Other;2021-02-22;CE-Weeds Occupied Property;Parkway Village
5221208;2021-04-22;high grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-10;CE-Weeds Occupied Property;Parkway Village
4844134;2020-09-10;STAGNANT WATER IN POOL;Cleanup;Justified, Active already file;2021-02-07;CE-Accumulation of Stagnant;Parkway Village
5652880;2022-04-18;junk throughout apartments;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-15;CE-Junky Yard;Parkway Village
5099170;2021-03-17;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-15;CE-Junky Yard;Parkway Village
5777324;2022-07-06;High grass and weeds Front and back yards.;Weeds;Closed Void;2022-08-23;CE-Weeds Occupied Property;Parkway Village
5413422;2021-08-30;over grown weed / grass in the backyard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-09;CE-Weeds Occupied Property;Parkway Village
6135654;2023-03-31;COURT DATE 01/10/2024 @ 9:00AM. CE-Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-06-16;CE-Junky Yard;Parkway Village
5222178;2021-04-22;PARKINBG ON YARD,JUNKY YARD;Inspection-Junky Yard;Closed Void;2021-11-16;CE-Junky Yard;Parkway Village
5116880;2021-03-25;JUNKY CARPORT;Inspection-Junky Yard;Justified, Active already file;2021-04-08;CE-Junky Yard;Parkway Village
5355386;2021-07-21;COURT DATE 10/13/2022 @9:00am . OVER GROWN GRASS .;Weeds;Case dismissed         Need further discussion;2022-08-11;CE-Weeds Occupied Property;Parkway Village
5460264;2021-10-05;HIGH GRASS, TREE DEBRIS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-19;CE-Weeds Occupied Property;Parkway Village
5222318;2021-04-22;PARKING ON YARD ,JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-10;CE-Junky Yard;Parkway Village
5110814;2021-03-23;High weeds and grass. Vacant house';Weeds;Closed, Other;2021-04-14;CE-Weeds Occupied Property;Parkway Village
5092582;2021-03-12;TREE DEBRIS ,JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Parkway Village
5027458;2021-01-07;JUNKY YARD 2nd notice;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-12;CE-Junky Yard;Parkway Village
5558792;2022-01-20;COURT DATE 06/28/2024 @ 9:00 AM. JUNKY CARPORT;Inspection-Junky Yard;Court case continued;2023-05-31;CE-Junky Yard;Parkway Village
5092586;2021-03-12;PARKING ON GRASS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;Parkway Village
5311260;2021-06-18;occupied property - hgih grass and weeds;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-07;CE-Weeds Occupied Property;Parkway Village
6097536;2023-03-08;Yard has been full since Monday. Raccoons have been in the yard. Please have stuff removed.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-04-19;CE-Junky Yard;Parkway Village
5773394;2022-07-01;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5775708;2022-07-05;SQT203- Vehicle Violation;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Hickory Hill
5774116;2022-07-01;SQ203 HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-30;CE-Weeds Occupied Property;Hickory Hill
5092176;2021-03-12;There is a lot of trash, weeds,etc and house seems un lived in unkept;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-08;CE-Junky Yard;Hickory Hill
5774090;2022-07-01;SQT203- YARD VIOLATION;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Hickory Hill
5773328;2022-07-01;SQ203 - Junky Backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773170;2022-07-01;SQ203 - Junky Yard in backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5460374;2021-10-05;JUNKY YARD REAR;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-19;CE-Junky Yard;Hickory Hill
5774032;2022-07-01;SQT203- YARD VIOLATION;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Hickory Hill
5773850;2022-07-01;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-05;CE-Weeds Occupied Property;Hickory Hill
5773728;2022-07-01;COURT DATE 9/8/2022 @ 1:30PM. CE-Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-07-08;CE-Junky Yard;Hickory Hill
4865356;2020-09-29;REMOVE ALL EXTERIOR DEBRIS AND ALL CHATTELS FROM THE PROPERTY;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-01;CE-Junky Yard;Hickory Hill
5773788;2022-07-01;SQ203 HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5774112;2022-07-01;COURT DATE 01/12/2023 @ 1:30PM. SQT203-JUNKY YARD;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-12-08;CE-Junky Yard;Hickory Hill
5773706;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5639990;2022-04-07;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-15;CE-Junky Yard;Hickory Hill
5773810;2022-07-01;SQ203 HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5774078;2022-07-01;COURT DATE 03/09/2023 @ 1:30PM. SQT203- YARD VIOLATION;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-01-12;CE-Junky Yard;Hickory Hill
5773794;2022-07-01;SQ203 JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773206;2022-07-01;SQ203 - Junky Yard in backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773912;2022-07-01;SQ203 HIGH GRASS AND WEEDS/ JUNKY YARD;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Weeds Occupied Property;Hickory Hill
5773188;2022-07-01;SQ203- VECHICLE PARKED ON GRASS;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Hickory Hill
5773754;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5044052;2021-01-21;PARKING ON GRASS AND JUNK YARD;Inspection-Junky Yard;Closed Void;2021-05-04;CE-Junky Yard;Hickory Hill
5773414;2022-07-01;SQ203 - Junky Driveway / yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773760;2022-07-01;COURT DATE 01/12/2023 @ 1:30PM. CE-Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-12-08;CE-Junky Yard;Hickory Hill
5773372;2022-07-01;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5773710;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773716;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773704;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773222;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773520;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773032;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-18;CE-Junky Yard;Hickory Hill
4743428;2020-07-11;Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-14;CE-Weeds Occupied Property;Hickory Hill
5042796;2021-01-20;JUNK YARD - BACK YARD;Inspection-Junky Yard;Closed, Other;2021-04-20;CE-Junky Yard;Hickory Hill
5773834;2022-07-01;SQ203 JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773238;2022-07-01;SQ203 - Junky driveway (Pallets);Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773972;2022-07-01;SQ203 HIGH GRASS AND WEEDS;Weeds;V.O. Yard/Vehicle;2022-07-30;CE-Weeds Occupied Property;Hickory Hill
5773866;2022-07-01;CE-Weeds Occupied Property;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-05;CE-Weeds Occupied Property;Hickory Hill
5773768;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773724;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5318416;2021-06-23;HIGH GRASS AND WEEDS FRONT AND BACKYARD;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-30;CE-Weeds Occupied Property;Hickory Hill
6143748;2023-04-10;Junk and appliances in the backyard.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-05-01;CE-Junky Yard;Hickory Hill
5773872;2022-07-01;COURT DATE 11/10/2022 @ 1:30 PM. SQ203 HIGH GRASS AND WEEDS;Weeds;Case dismissed         Need further discussion;2022-10-13;CE-Weeds Occupied Property;Hickory Hill
5773730;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5214958;2021-04-19;Citizen has a junky yard causing rodents to appear in the neighborhood.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-30;CE-Junky Yard;Hickory Hill
4937530;2020-11-18;Junky yard front and side its an open trailer;Inspection-Junky Yard;Incompliance Violation order to move auto - Auto removed;2021-02-05;CE-Junky Yard;Hickory Hill
5773732;2022-07-01;COURT DATE 9/8/2022 @ 1:30PM. CE-Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-08-05;CE-Junky Yard;Hickory Hill
5773702;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5606934;2022-03-12;COURT DATE 1/06/2023 @ 9:00AM. JUNKY YARD & HIGH GRASS BACKYARD;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-11-18;CE-Junky Yard;Hickory Hill
5773780;2022-07-01;junky yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-31;CE-Junky Yard;Hickory Hill
5456816;2021-10-01;COURT DATE 12-10-2021 @ 9:00AM. cars on the street for over a year, a van, cars, and TRUCKS;Inspection-Junky Yard;Case dismissed         Need further discussion;2021-10-21;CE-Junky Yard;Hickory Hill
5773766;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773764;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773244;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-09-09;CE-Junky Yard;Hickory Hill
5615628;2022-03-18;COURT DATE 11/10/2022 @ 1:30PM. Trash and sheet rock on side and front of houe, dog poop by the garage, paint buckets, plastic bags;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-09-08;CE-Junky Yard;Hickory Hill
5773750;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5038322;2021-01-14;REMOVE ALL DEBRIS AND CHATTLE;Inspection-Junky Yard;Closed, Other;2021-04-13;CE-Junky Yard;Hickory Hill
5773734;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5456818;2021-10-01;high grass and weed;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-23;CE-Weeds Occupied Property;Hickory Hill
5775794;2022-07-05;SQT203- Vehicle Violation;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Hickory Hill
5382478;2021-08-09;ENTIRE HOUSE NEED TO BE CUT;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-19;CE-Weeds Occupied Property;Hickory Hill
5774014;2022-07-01;SQT203-YARD VIOLATION;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Junky Yard;Hickory Hill
5773814;2022-07-01;SQ203 HIGH GRASS AND WEEDS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5778626;2022-07-06;junk in backyard, trailer located in front of home next door;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-13;CE-Junky Yard;Hickory Hill
5773720;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5329762;2021-07-02;reverse frontage on ridgeway rd sides of property;Weeds;Case not justified;2021-07-09;CE-Weeds Occupied Property;Hickory Hill
5773756;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773758;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773370;2022-07-01;COURT DATE 01/12/2023 @ 1:30PM. SQ203 - Open Storage under carport;Inspection-Junky Yard;Case dismissed         Need further discussion;2022-11-10;CE-Junky Yard;Hickory Hill
5958206;2022-11-04;COURT DATE 5/11/2023 @ 1:30PM. CE-Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-04-13;CE-Junky Yard;Hickory Hill
5123378;2021-03-29;JUNK IS SURROUNDING THIS ENTIRE HOME.;Inspection-Junky Yard;Back To MCSC;2021-04-05;CE-Junky Yard;Hickory Hill
5382944;2021-08-09;high grass in backyard;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-19;CE-Weeds Occupied Property;Hickory Hill
5773694;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773722;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5079942;2021-03-02;BROKEN FENCE;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-08;CE-Junky Yard;Hickory Hill
5773130;2022-07-01;junky backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5774016;2022-07-01;SQT203-YARD VIOLATION;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773922;2022-07-01;SQ203 HIGH GRASS AND WEEDS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Weeds Occupied Property;Hickory Hill
5773288;2022-07-01;SQ203  HIGH GRASS AND WEEDS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-22;CE-Weeds Occupied Property;Hickory Hill
5773210;2022-07-01;SQ203 - Junky Yard in backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773804;2022-07-01;SQ203 HIGH GRASS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5773880;2022-07-01;SQ203 HIGH GRASS AND WEEDS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-16;CE-Weeds Occupied Property;Hickory Hill
5773378;2022-07-01;SQ203 - High Grass and Weeds / Open Storage Carport;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Weeds Occupied Property;Hickory Hill
5774080;2022-07-01;SQT203-JUNKY YARD;Inspection-Junky Yard;Closed Void;2022-07-15;CE-Junky Yard;Hickory Hill
5773840;2022-07-01;SQ203 JUNKY YARD;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773708;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;Hickory Hill
5773918;2022-07-01;SQ203 HIGH GRASS AND WEEDS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Weeds Occupied Property;Hickory Hill
5773770;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-08;CE-Junky Yard;Hickory Hill
5773856;2022-07-01;Dismissed with a $50 fine x 41 as of 4/24/2023 @ 9:00AM. SQ203 JUNKY YARD;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-03-09;CE-Junky Yard;Hickory Hill
5773742;2022-07-01;In Compliance (Court Order) on 8/25/2023. CE-Junky Yard;Inspection-Junky Yard;Case dismissed         Need further discussion;2023-05-11;CE-Junky Yard;Hickory Hill
5773740;2022-07-01;CE-Junky Yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-08-04;CE-Junky Yard;Hickory Hill
5236146;2021-05-01;Sick of neighbors not cutting grass which is more than knee high! This causes snakes and rodents!One address is 5304 Scottsdale the back yard is ridiculous!;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-23;CE-Weeds Occupied Property;Hickory Hill
5778008;2022-07-06;OCCUPIED HOUSE HIGH GRASS IN BACKYARD;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-13;CE-Weeds Occupied Property;Hickory Hill
5773990;2022-07-01;SQ203 HIGH GRASS AND WEEDS;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-30;CE-Weeds Occupied Property;Hickory Hill
4867194;2020-09-30;Junky yard and debris.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-02-17;CE-Junky Yard;Orange Mound
5716326;2022-05-25;junky back yard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-03-01;CE-Junky Yard;Orange Mound
4659608;2020-05-21;junky in the backyard;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-01-14;CE-Junky Yard;Orange Mound
5303638;2021-06-14;Occupied property with tall grass in the back.;Weeds;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-22;CE-Weeds Occupied Property;Orange Mound
6143958;2023-04-10;Empty lot next to 1509, has numerous of cars and trees on the lot & a lot of debri 901-650-8829;Weeds;Incompliance Violation order to move auto - Auto removed;2023-08-29;CE-Weeds Occupied Property;Orange Mound
5623080;2022-03-15;Outdoor storage junk scattered;Inspection-Junky Yard;Justified, Active already file;2022-04-08;CE-Junky Yard;Orange Mound
4957872;2020-12-01;Junky yard and debris.;Inspection-Junky Yard;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-03-29;CE-Junky Yard;Orange Mound
