service_request_number;reported_date;parcel_id;parid_key;location;standardized_address;service_request_summary;category;service_request_status;resolution_code;definition;follow_up_date;service_request_type;target_block;area;postal_code;lat;lon;last_edited_date;vacant;geopoint;neighborhood
5143672;2021-04-03;054034  00024;05403400000240;4374 ZELDA LN;4374 Zelda Ln, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;NJ;Case not justified;2021-04-07;CE-Weeds Occupied Property;49.0;05-004;38122.0;35.15792052;-89.91482451;2022-02-23;Y;35.15792052, -89.91482451;Unknown
5730240;2022-06-06;081073  00068;08107300000680;3003 CULLEN CV;3003 Cullen Cv, Memphis, Tennessee, 38119;overgrown trees and bushes;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-09-07;CE-Weeds Occupied Property;214.0;02-002;38138.0;35.06681822;-89.82687379;2023-10-06;N;35.06681822, -89.82687379;Unknown
5143662;2021-04-03;054034  00019;05403400000190;4402 ZELDA LN;4402 Zelda Ln, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-06-21;CE-Weeds Occupied Property;49.0;05-004;38122.0;35.1577267;-89.91383641;2022-02-23;N;35.1577267, -89.91383641;Unknown
5095600;2021-03-15;066013  00021;06601300000210;1919 DEARING RD;1919 Dearing Rd, Memphis, Tennessee, 38117;Exterior junk , litter  trash, disabled vehicles;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-19;CE-Junky Yard;152.0;04-005;38117.0;35.079049;-89.91428725;2022-07-12;N;35.079049, -89.91428725;Unknown
5639434;2022-04-07;038050  00012;03805000000120;1037 N HIGHLAND ST;1037 N Highland St, Memphis, Tennessee, 38122;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-04;CE-Junky Yard;51.0;05-002;38122.0;35.16041368;-89.94449203;2022-10-04;N;35.16041368, -89.94449203;Unknown
5755966;2022-06-21;038050  00012;03805000000120;1037 N HIGHLAND ST;1037 N Highland St, Memphis, Tennessee, 38122;rodents, high grass ( front and backyard), people living in vaccant home;Weeds;Closed;CVOM;Incompliance violation order - Miscellaneous;2022-07-19;CE-Weeds Occupied Property;51.0;05-002;38122.0;35.16041368;-89.94449203;2022-10-04;N;35.16041368, -89.94449203;Unknown
5774078;2022-07-01;093417 F00073;0934170F000730;3811 HYACINTH DR;3811 Hyacinth Dr, Memphis, Tennessee, 38115;COURT DATE 03/09/2023 @ 1:30PM. SQT203- YARD VIOLATION;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-01-12;CE-Junky Yard;203.0;03-004;38115.0;35.04469515;-89.88004273;2023-03-12;N;35.04469515, -89.88004273;Hickory Hill
5762068;2022-06-24;090004  00036;09000400000360;4732 ROYAL PINE DR;4732 Royal Pine Dr, Memphis, Tennessee, 38128;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-07;CE-Weeds Occupied Property;15.0;01-001;38128.0;35.255199;-89.94175984;2022-08-18;N;35.255199, -89.94175984;Unknown
5632510;2022-03-31;082071  00059;08207100000590;5169 SEA SHORE RD;5169 Sea Shore Rd, Memphis, Tennessee, 38109;Tree limbs pile on the side of the house 789-8288  MR WRIGHT;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-06-22;CE-Weeds Occupied Property;172.0;06-002;38109.0;35.00694532;-90.12107141;2022-06-22;N;35.00694532, -90.12107141;Unknown
5016540;2021-01-02;022027  00014;02202700000140;857 N SEVENTH ST;857 N 7th St, Memphis, Tennessee, 38107;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-13;CE-Junky Yard;29.0;07-003;38107.0;35.16501747;-90.03842525;2022-02-23;N;35.16501747, -90.03842525;Harbor Town
5772158;2022-06-30;090002  00190;09000200001900;4693 LONE ROCK COVE;4693 Lone Rock Cv, Memphis, Tennessee, 38128;CE-Weeds Occupied Property;Weeds;Closed;NJ;Case not justified;2022-07-16;CE-Weeds Occupied Property;14.0;01-001;38128.0;35.25396825;-89.95191186;2022-07-07;N;35.25396825, -89.95191186;Unknown
5426636;2021-09-09;058026  00016;05802600000160;1583 PATTERSON ST;1583 Patterson St, Memphis, Tennessee, 38111;OCH HIGH GRASS IN THE BACKYARD;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-25;CE-Weeds Occupied Property;148.0;04-004;38111.0;35.08881139;-89.94320474;2022-02-23;N;35.08881139, -89.94320474;Unknown
5773794;2022-07-01;093417 J00115;0934170J001150;5670 MAPLE TREE DR;5670 Maple Tree Dr, Memphis, Tennessee, 38115;SQ203 JUNKY YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;203.0;03-004;38115.0;35.0427664;-89.87449096;2023-01-19;N;35.0427664, -89.87449096;Hickory Hill
5315764;2021-06-22;058045  00020;05804500000200;3619 ALLANDALE LN;3619 Allandale Ln, Memphis, Tennessee, 38111;VEHICLE PARKED ON GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-09-03;CE-Weeds Occupied Property;113.0;04-004;38111.0;35.10298531;-89.94205899;2022-02-23;N;35.10298531, -89.94205899;Unknown
5711702;2022-05-23;075087  00018;07508700000180;3429 ROCHESTER RD;3429 Rochester Rd, Memphis, Tennessee, 38109;Court date set 06/07/2024 9:00 am JUNKY BACKYARD;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-24;CE-Junky Yard;155.0;06-003;38109.0;35.05511639;-90.07603708;2024-05-07;N;35.05511639, -90.07603708;Unknown
5332220;2021-07-06;016061  00006;01606100000060;2023 COURTLAND AVE;2021 Courtland Pl, Memphis, Tennessee, 38104;Weeds Occupied House;Weeds;Closed;NJ;Case not justified;2021-07-06;CE-Weeds Occupied Property;81.0;05-001;38104.0;35.13208082;-89.99433236;2022-02-23;N;35.13208082, -89.99433236;Lenox
5527902;2021-12-16;038049  00014C;0380490000014C;1076 NATIONAL ST;1076 National St, Memphis, Tennessee, 38122;Backyard  inoperable vehicles on grass;Inspection-Junky Yard;Closed;NJ;Case not justified;2022-01-31;CE-Junky Yard;52.0;05-002;38122.0;35.16146952;-89.9467482;2022-02-23;N;35.16146952, -89.9467482;Unknown
5461094;2021-10-06;052086  00012;05208600000120;3064 PERSHING AVE;3064 Pershing Ave, Memphis, Tennessee, 38112;Backyard junk near rear property line;Inspection-Junky Yard;Closed;NJ;Case not justified;2021-10-15;CE-Junky Yard;53.0;05-002;38112.0;35.15418572;-89.95875626;2022-02-23;N;35.15418572, -89.95875626;Unknown
5432322;2021-09-14;095317 E00010;0953170E000100;7119 HILLSHIRE DR;7119 Hillshire Dr, Memphis, Tennessee, 38133;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-11-04;CE-Weeds Occupied Property;231.0;01-003;38133.0;35.18380571;-89.82526529;2022-02-23;N;35.18380571, -89.82526529;Unknown
5537882;2021-12-29;038052  00032;03805200000320;1045 TREADWELL ST;1045 Treadwell St, Memphis, Tennessee, 38122;junk in driveway, backyard, and front yard/ causing rodents;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-31;CE-Junky Yard;51.0;05-004;38122.0;35.16057592;-89.9421278;2022-04-07;N;35.16057592, -89.9421278;Unknown
5422272;2021-09-06;043096  00033;04309600000330;3750 BUCHANAN AVE;3750 Buchanan Ave, Memphis, Tennessee, 38122;Backyard - junk behind accessory buildings near rear property line fence;Inspection-Junky Yard;Closed;CO;Closed, Other;2021-10-06;CE-Junky Yard;46.0;05-004;38122.0;35.1634702;-89.93551599;2022-08-31;N;35.1634702, -89.93551599;Unknown
5394434;2021-08-17;090022  00033;09002200000330;3782 RAINFORD DR;3782 Rainford Dr, Memphis, Tennessee, 38128;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-03-22;CE-Junky Yard;15.0;01-001;38128.0;35.24851438;-89.93616238;2022-06-02;N;35.24851438, -89.93616238;Egypt
5398094;2021-08-19;077058  00090;07705800000900;954 LINWOOD RD;954 Linwood Rd, Memphis, Tennessee, 38116;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-01;CE-Junky Yard;167.0;06-005;38116.0;35.02369543;-90.03210875;2022-02-23;N;35.02369543, -90.03210875;Whitehaven
5506380;2021-11-22;055004  00030;05500400000300;4265 EASTERN COVE;4265 Eastern Cv, Memphis, Tennessee, 38122;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-31;CE-Junky Yard;68.0;05-004;38122.0;35.14478332;-89.91891415;2022-05-27;N;35.14478332, -89.91891415;Unknown
5456934;2021-10-01;096516 J00070;0965160J000700;2187 LAKE SPRINGS LN;2187 Lake Springs Ln, Memphis, Tennessee, 38016;high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-13;CE-Weeds Occupied Property;235.0;01-003;38016.0;35.18539159;-89.76712852;2022-02-23;N;35.18539159, -89.76712852;Unknown
5522026;2021-12-14;093523 S00006;0935230S000060;3546 E REGENCY PARK CIR;3546 E Regency Park Cir, Memphis, Tennessee, 38115;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-28;CE-Weeds Occupied Property;198.0;02-003;38115.0;35.05172857;-89.83815567;2022-02-23;N;35.05172857, -89.83815567;Unknown
5773206;2022-07-01;093417 I00001;0934170I000010;3694 FIRETHORNE DR;3692 Firethorne Dr, Memphis, Tennessee, 38115;SQ203 - Junky Yard in backyard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-15;CE-Junky Yard;203.0;03-004;38115.0;35.04785164;-89.87165483;2023-01-19;N;35.04785164, -89.87165483;Hickory Hill
5317048;2021-06-23;067003  00002;06700300000020;5013 ALROSE AVE;5013 Alrose Ave, Memphis, Tennessee, 38117;High Grass and wood stored under carport;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-07;CE-Weeds Occupied Property;109.0;05-005;38117.0;35.10520495;-89.89485483;2022-02-23;N;35.10520495, -89.89485483;Unknown
5400378;2021-08-20;094100  00137;09410000001370;5469 MALONE RD;5469 Malone Rd, Memphis, Tennessee, 38118;Junky yard, high grass;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-18;CE-Junky Yard;212.0;03-003;38118.0;34.99921098;-89.92001445;2022-02-23;N;34.99921098, -89.92001445;Unknown
5411666;2021-08-27;092009 A00041;0920090A000410;7728 WOLF HOLLOW DR;7728 Wolf Hollow Dr, Memphis, Tennessee, 38133;PARKING ON THE GRASS;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-07;CE-Junky Yard;232.0;01-003;38133.0;35.19096824;-89.80562076;2022-02-23;N;35.19096824, -89.80562076;Unknown
4915162;2020-11-05;094120 B00076;0941200B000760;3532 CHEVRON COVE;3532 Chevron Cv, Memphis, Tennessee, 38118;REMOVE FALLEN TREE FROM BACKYARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-21;CE-Junky Yard;188.0;03-002;38118.0;35.01207963;-89.94590185;2022-02-23;N;35.01207963, -89.94590185;Unknown
5316164;2021-06-22;075085  00015;07508500000150;3551 LANETTE RD;3551 Lanette Rd, Memphis, Tennessee, 38109;Court date set for 12/08/21 @ 9:00am - HIGH GRASS AND JUNKY YARD;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-11-10;CE-Junky Yard;155.0;06-003;38109.0;35.05196495;-90.07446065;2022-02-23;N;35.05196495, -90.07446065;Unknown
5489410;2021-11-01;058100  00012;05810000000120;4041 ELLISTON RD;4041 Elliston Rd, Memphis, Tennessee, 38111;Backyard near rear property line  -junk & inoperable vehicles;Inspection-Junky Yard;Closed;CVOID;Closed Void;2022-02-10;CE-Junky Yard;152.0;04-005;38111.0;35.08448125;-89.92741206;2023-08-21;N;35.08448125, -89.92741206;Unknown
5232726;2021-04-29;065020  00022;06502000000220;4642 FLAMINGO RD;4642 Flamingo Rd, Memphis, Tennessee, 38117;occupied property with high grass and bamboo in backyard;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-08-07;CE-Weeds Occupied Property;110.0;05-003;38117.0;35.0967864;-89.90733171;2024-02-03;N;35.0967864, -89.90733171;Unknown
4708664;2020-06-22;047017  00010;04701700000100;2153 FARMER AVE;2153 Farmer Ave, Memphis, Tennessee, 38114;junky yard;Inspection-Junky Yard;Closed;CVOID;Closed Void;2021-01-18;CE-Junky Yard;116.0;04-006;38114.0;35.10469828;-89.99090121;2022-02-23;N;35.10469828, -89.99090121;Unknown
5773912;2022-07-01;093417 J00038;0934170J000380;5694 WINTER TREE DR;5694 Winter Tree Dr, Memphis, Tennessee, 38115;SQ203 HIGH GRASS AND WEEDS/ JUNKY YARD;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-19;CE-Weeds Occupied Property;203.0;03-004;38115.0;35.04469251;-89.87372581;2023-01-19;N;35.04469251, -89.87372581;Hickory Hill
5328544;2021-07-01;058023  00046;05802300000460;1633 MARY DR;1633 Mary Dr, Memphis, Tennessee, 38111;Junky  BACKYARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-16;CE-Junky Yard;148.0;04-004;38111.0;35.08666116;-89.94311058;2022-02-23;N;35.08666116, -89.94311058;Unknown
5760784;2022-06-23;070013  00068;07001300000680;3176 DAHLIA DR;3176 Dahlia Dr, Memphis, Tennessee, 38127;CE-Junky Yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-14;CE-Junky Yard;7.0;07-007;38127.0;35.21234353;-90.02186382;2022-07-27;N;35.21234353, -90.02186382;Unknown
5101918;2021-03-18;090027 B00004;0900270B000040;3945 CHELSEA HILL DR;3945 Chelsea Hill Dr, Memphis, Tennessee, 38128;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-09;CE-Junky Yard;15.0;01-001;38128.0;35.25361298;-89.93181542;2022-02-23;N;35.25361298, -89.93181542;Egypt
5862708;2022-08-18;086025  00007;08602500000070;3693 SOCORRO CV;3693 Socorro Cv, Memphis, Tennessee, 38128;COURT DATE 6/7/2023 @ 9:00AM. Backyard  driveway  front, street  junk , inoperable vehicles  hitched trailer in the street with dirt, cement, & debris ,/,,;Inspection-Junky Yard;Pending Litigation;CTCNT;Court case continued;2023-05-10;CE-Junky Yard;17.0;01-002;38128.0;35.22647497;-89.91962929;2023-07-12;N;35.22647497, -89.91962929;Unknown
5285230;2021-06-01;085013  00003;08501300000030;3473 POWERS RD;3473 Powers Rd, Memphis, Tennessee, 38128;Corner house- side & rear - weeds, underbrush  vines, on the Bowman side of the corner house ,;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-20;CE-Weeds Occupied Property;19.0;01-002;38128.0;35.22061735;-89.91297765;2022-07-26;N;35.22061735, -89.91297765;Unknown
5444016;2021-09-22;047038  00003;04703800000030;2487 BURNS AVE;2487 Burns Ave, Memphis, Tennessee, 38114;JUNKY FRONT YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-06;CE-Junky Yard;141.0;04-007;38114.0;35.09405886;-89.98003057;2022-02-23;N;35.09405886, -89.98003057;Bellevue
6101512;2023-03-10;078093  00007;07809300000070;1646 BONNIE DR;1646 Bonnie Dr, Memphis, Tennessee, 38116;JUNKY YARD,  CARPORT, INOPERABLE VEHICLES;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-09-13;CE-Junky Yard;181.0;06-005;38116.0;35.03678551;-90.00904755;2023-09-21;N;35.03678551, -90.00904755;Whitehaven
5751410;2022-06-16;045075  00033;04507500000330;2971 SPOTTSWOOD AVE;2971 Spottswood Ave, Memphis, Tennessee, 38111;OCC PROPERTY IS NOT CUTTING THE GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-03;CE-Weeds Occupied Property;104.0;04-003;38111.0;35.1131701;-89.96326834;2023-01-19;N;35.1131701, -89.96326834;Buntyn
5127490;2021-03-30;032026  00007;03202600000070;1207 CENTRAL AVE;1207 Central Ave, Memphis, Tennessee, 38104;YARD IS FILLED WITH DEBRIS AND GRASS NEEDS TO BE CUT;Inspection-Junky Yard;Closed;NJ;Case not justified;2021-04-06;CE-Junky Yard;97.0;06-008;38104.0;35.12637931;-90.02166268;2022-02-23;N;35.12637931, -90.02166268;Annesdale-Snowden
5463820;2021-10-07;038088  00036;03808800000360;941 MARIA ST;941 Maria St, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-02-01;CE-Weeds Occupied Property;50.0;05-004;38122.0;35.15744645;-89.93170799;2022-04-12;N;35.15744645, -89.93170799;Unknown
5236042;2021-05-01;082037  00011;08203700000110;4525 DOUBLE TREE ST;4525 Double Tree Rd, Memphis, Tennessee, 38109;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-21;CE-Weeds Occupied Property;171.0;06-002;38109.0;35.0249444;-90.10360861;2022-02-23;N;35.0249444, -90.10360861;Westwood
5483238;2021-10-26;090057  00131;09005700001310;3967 HOBSON RD;3967 Hobson Rd, Memphis, Tennessee, 38128;LG TIRES/TRASH IN THE FRONT YARD;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-03-22;CE-Junky Yard;16.0;01-001;38128.0;35.23378494;-89.93932586;2022-04-07;N;35.23378494, -89.93932586;Egypt
5235650;2021-05-01;086018  00002;08601800000020;3747 MERRITT ST;3747 Merritt St, Memphis, Tennessee, 38128;HIGH GRASS;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-16;CE-Weeds Occupied Property;18.0;01-002;38128.0;35.22809759;-89.90881205;2022-02-23;N;35.22809759, -89.90881205;Unknown
5289006;2021-06-04;054002  00016;05400200000160;1033 WINGFIELD RD;1033 Wingfield Rd, Memphis, Tennessee, 38122;Court date set for 09/02/2021 @ 1:30pm - junky yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-08-05;CE-Junky Yard;50.0;05-004;38122.0;35.15963787;-89.92436401;2022-02-23;N;35.15963787, -89.92436401;Unknown
5286652;2021-06-03;091071 A00005;0910710A000050;0 SPRINGER CV;407 Springer Cv, Memphis, Tennessee, 38018;Occupied property tall grass and weeds in the back;Weeds;Closed;JA;Justified, Active already file;2021-07-13;CE-Weeds Occupied Property;222.0;02-001;38018.0;35.13584279;-89.78320696;2022-02-23;N;35.13584279, -89.78320696;Unknown
5757068;2022-06-21;058075  00170;05807500001700;3742 DEERWOOD COVE;3742 Deerwood Cv, Memphis, Tennessee, 38111;Occupiedd house high grass;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-06;CE-Weeds Occupied Property;147.0;04-004;38111.0;35.09642622;-89.93889094;2023-01-19;N;35.09642622, -89.93889094;Unknown
5347498;2021-07-15;044084  00021;04408400000210;3568 PHILWOOD AVE;3568 Philwood Ave, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-22;CE-Weeds Occupied Property;66.0;05-004;38122.0;35.14547529;-89.94216245;2022-02-23;N;35.14547529, -89.94216245;Unknown
5937834;2022-10-17;041043  00025;04104300000250;1322 TUNICA ST;1322 Tunica St, Memphis, Tennessee, 38108;VIOLATION FOR PARKING ON THE GRASS AND JUNKY YARD;Inspection-Junky Yard;Closed;CVOID;Closed Void;2023-05-27;CE-Junky Yard;40.0;07-005;38108.0;35.17257724;-89.98642593;2023-05-16;N;35.17257724, -89.98642593;North Memphis
5776394;2022-07-05;063066  00010;06306600000100;4955 DURBIN AVE;4955 Durbin Ave, Memphis, Tennessee, 38122;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-26;CE-Weeds Occupied Property;48.0;05-005;38122.0;35.15532726;-89.89546666;2022-08-01;N;35.15532726, -89.89546666;Unknown
5136920;2021-04-01;079025  00028;07902500000280;2106 GROVEHAVEN DR;2106 Grovehaven Dr, Memphis, Tennessee, 38116;high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-04-22;CE-Weeds Occupied Property;185.0;03-001;38116.0;35.02949142;-89.9936917;2022-02-23;N;35.02949142, -89.9936917;Unknown
4987192;2020-12-17;035087  00050;03508700000500;1594 S MAIN;1594 S Main St, Memphis, Tennessee, 38106;Court date set for 11/05/21 @ 9:00am - INOPERABLE TRUCK AND APPLIANCE IN BACKYARD,  PLYWOOD ON FRONT PORCH;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2021-10-01;CE-Junky Yard;126.0;06-004;38106.0;35.10391666;-90.05795837;2022-02-23;N;35.10391666, -90.05795837;Mallory
5332824;2021-07-06;081062  00020;08106200000200;2674 BREENWOOD LN;2674 Breenwood Ln, Memphis, Tennessee, 38119;House is surrounded with trash and burnts. Neighbors stated that the owner is deceased and the family members left the home in a mess after the foruth of july;Inspection-Junky Yard;Closed;BACK TO MCSC;Back To MCSC;2021-07-13;CE-Junky Yard;214.0;02-002;38119.0;35.07583389;-89.83480068;2022-02-23;N;35.07583389, -89.83480068;Unknown
5741070;2022-06-10;047083  00006;04708300000060;2727 JEFFREY AVE;2727 Jeffrey Ave, Memphis, Tennessee, 38114;Backyard near rear property line  Junk & vehicles/;Inspection-Junky Yard;Closed;VONP;No progress on V.O.;2023-02-03;CE-Junky Yard;143.0;04-007;38114.0;35.09014939;-89.97219114;2023-01-26;Y;35.09014939, -89.97219114;Bellevue
5721230;2022-05-28;044015  00001;04401500000010;3189 HIGHLAND PARK PL;3189 Highland Park Pl, Memphis, Tennessee, 38111;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-10-04;CE-Weeds Occupied Property;65.0;05-002;38111.0;35.13636737;-89.9553112;2022-10-05;N;35.13636737, -89.9553112;Unknown
6022578;2023-01-05;066023  00029;06602300000290;4484 HELENE RD;4484 Helene Rd, Memphis, Tennessee, 38117;Furniture and trash on porch and under carport;Inspection-Junky Yard;Closed;JA;Justified, Active already file;2023-05-14;CE-Junky Yard;151.0;04-005;38117.0;35.08883612;-89.91242012;2023-05-13;N;35.08883612, -89.91242012;Unknown
5823904;2022-07-26;052026  00040;05202600000400;2542 JACKSON AVE;2542 Jackson Ave, Memphis, Tennessee, 38108;JUNKY EXTERIOR PROPERTY AREA;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-05-11;CE-Junky Yard;41.0;07-005;38112.0;35.15835966;-89.9731775;2023-05-23;N;35.15835966, -89.9731775;Unknown
5767496;2022-06-28;062047  00005;06204700000050;1937 DAVIS CIR;1937 Davis Cir, Memphis, Tennessee, 38128;VIOLATION FOR PARKING ON THE GRASS/INOPERABLE VEHICLES;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-07-12;CE-Junky Yard;45.0;07-006;38128.0;35.18444821;-89.92011709;2022-08-26;N;35.18444821, -89.92011709;Wells
5072154;2021-02-24;013030  00006;01303000000060;1125 PATTON ST;1125 Patton St, Memphis, Tennessee, 38106;junky yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-05-18;CE-Junky Yard;93.0;06-001;38106.0;35.11670707;-90.05404052;2022-02-23;N;35.11670707, -90.05404052;Unknown
5738444;2022-06-09;060060  00016;06006000000160;1984 WARREN ST;1984 Warren St, Memphis, Tennessee, 38106;CE-Weeds Occupied Property;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-01-09;CE-Weeds Occupied Property;137.0;04-001;38106.0;35.09115838;-90.01438113;2023-01-19;N;35.09115838, -90.01438113;Unknown
5339716;2021-07-11;054020  00019;05402000000190;4280 TUTWILER AVE;4280 Tutwiler Ave, Memphis, Tennessee, 38122;Weeds Occupied House;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-12-16;CE-Weeds Occupied Property;49.0;05-004;38122.0;35.15175139;-89.91805954;2022-02-23;N;35.15175139, -89.91805954;Unknown
6051752;2023-01-25;058105  00022;05810500000220;1508 MINK ST;1508 Mink St, Memphis, Tennessee, 38111;COURT DATE 4/13/2023 @ 1:30PM. CE-Junky Yard;Inspection-Junky Yard;Closed;DISM;Case dismissed         Need further discussion;2023-04-13;CE-Junky Yard;150.0;04-005;38111.0;35.09069315;-89.92446117;2023-04-14;N;35.09069315, -89.92446117;Unknown
5316808;2021-06-22;054039  00013;05403900000130;772 WARING RD;770 Waring Rd, Memphis, Tennessee, 38122;high grass and weeds;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-07-08;CE-Junky Yard;49.0;05-004;38122.0;35.15252848;-89.91545578;2022-02-23;N;35.15252848, -89.91545578;Berclair
5681776;2022-05-03;054003  00014;05400300000140;903 WINGFIELD RD;903 Wingfield Rd, Memphis, Tennessee, 38122;junky yard toilet and wood pallets for a gate in he front yard;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-09-01;CE-Junky Yard;50.0;05-004;38122.0;35.15619356;-89.92418396;2023-03-23;N;35.15619356, -89.92418396;Unknown
5281122;2021-05-28;054022  00011;05402200000110;4339 POWELL AVE;4339 Powell Ave, Memphis, Tennessee, 38122;FRONT YARD IS JUNKY;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2021-10-18;CE-Junky Yard;49.0;05-004;38122.0;35.15386856;-89.91599505;2022-02-23;N;35.15386856, -89.91599505;Unknown
5767634;2022-06-28;059084  00017;05908400000170;1167 PARKLAND RD;1167 Parkland Rd, Memphis, Tennessee, 38111;high grass and weeds;Weeds;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2023-02-16;CE-Weeds Occupied Property;142.0;04-003;38111.0;35.09992599;-89.95405115;2023-02-16;N;35.09992599, -89.95405115;Orange Mound
5537762;2021-12-29;071042  00019;07104200000190;3911 CALLAHAN DR;3911 Callahan Dr, Memphis, Tennessee, 38127;Junky front yard.;Inspection-Junky Yard;Closed;CVOYC;Incompliance violation order of Yard Cleaned - Yard cleaned;2022-01-19;CE-Junky Yard;2.0;07-007;38127.0;35.23252276;-89.98638177;2022-02-23;N;35.23252276, -89.98638177;Unknown
